File	Time	Song	Artist	Release	YouTube	Spotify	Unearthed
requestival_24	12:04am	HEART ATTACK {Ft. lau.ra}	BRONSON	BRONSON 	https://www.youtube.com/results?search_query=BRONSON%20HEART%20ATTACK%20{Ft.%20lau.ra}	https://play.spotify.com/search/results/artist:BRONSON%20track:HEART%20ATTACK%20%7BFt.%20lau.ra%7D	NA
requestival_24	12:07am	Stylo	Gorillaz	Plastic Beach 	https://www.youtube.com/results?search_query=Gorillaz%20Stylo	https://play.spotify.com/search/results/artist:Gorillaz%20track:Stylo	NA
requestival_24	12:12am	On Our Own	Lime Cordiale	On Our Own 	https://www.youtube.com/results?search_query=Lime%20Cordiale%20On%20Our%20Own	https://play.spotify.com/search/results/artist:Lime%20Cordiale%20track:On%20Our%20Own	https://www.triplejunearthed.com/node/144546
requestival_24	12:16am	Say You Weren't Mine	Maddy Jane	Not All Bad Or Good 	https://www.youtube.com/results?search_query=Maddy%20Jane%20Say%20You%20Weren%27t%20Mine	https://play.spotify.com/search/results/artist:Maddy%20Jane%20track:Say%20You%20Weren't%20Mine	https://www.triplejunearthed.com/node/267436
requestival_24	12:21am	Is Everybody Going Crazy?	Nothing But Thieves	Is Everybody Going Crazy? 	https://www.youtube.com/results?search_query=Nothing%20But%20Thieves%20Is%20Everybody%20Going%20Crazy?	https://play.spotify.com/search/results/artist:Nothing%20But%20Thieves%20track:Is%20Everybody%20Going%20Crazy?	NA
requestival_24	12:26am	ASTRONAUT #DIYSupergroup	EAST AV3	triple j Unearthed's DIY Supergroup 	https://www.youtube.com/results?search_query=EAST%20AV3%20ASTRONAUT%20#DIYSupergroup	https://play.spotify.com/search/results/artist:EAST%20AV3%20track:ASTRONAUT%20#DIYSupergroup	https://www.triplejunearthed.com/node/8439101
requestival_24	12:34am	Hope	Meg Mac	Hope 	https://www.youtube.com/results?search_query=Meg%20Mac%20Hope	https://play.spotify.com/search/results/artist:Meg%20Mac%20track:Hope	https://www.triplejunearthed.com/node/176996
requestival_24	12:38am	Shook	Tkay Maidza	Shook 	https://www.youtube.com/results?search_query=Tkay%20Maidza%20Shook	https://play.spotify.com/search/results/artist:Tkay%20Maidza%20track:Shook	https://www.triplejunearthed.com/node/228251
requestival_24	12:42am	Single Spark	Kim Churchill	Silence/Win 	https://www.youtube.com/results?search_query=Kim%20Churchill%20Single%20Spark	https://play.spotify.com/search/results/artist:Kim%20Churchill%20track:Single%20Spark	https://www.triplejunearthed.com/node/100246
requestival_24	12:44am	Scam Likely	FIDLAR	Almost Free 	https://www.youtube.com/results?search_query=FIDLAR%20Scam%20Likely	https://play.spotify.com/search/results/artist:FIDLAR%20track:Scam%20Likely	NA
requestival_24	12:48am	Rising Sun	Jaguar Jonze	Diamonds & Liquid Gold 	https://www.youtube.com/results?search_query=Jaguar%20Jonze%20Rising%20Sun	https://play.spotify.com/search/results/artist:Jaguar%20Jonze%20track:Rising%20Sun	https://www.triplejunearthed.com/node/7371186
requestival_24	12:51am	Holding On	Classixx	Holding On 	https://www.youtube.com/results?search_query=Classixx%20Holding%20On	https://play.spotify.com/search/results/artist:Classixx%20track:Holding%20On	NA
requestival_24	12:53am	Hair Down	SiR	Hair Down 	https://www.youtube.com/results?search_query=SiR%20Hair%20Down	https://play.spotify.com/search/results/artist:SiR%20track:Hair%20Down	NA
requestival_24	12:56am	Reasons	San Cisco	Reasons 	https://www.youtube.com/results?search_query=San%20Cisco%20Reasons	https://play.spotify.com/search/results/artist:San%20Cisco%20track:Reasons	https://www.triplejunearthed.com/node/66936
requestival_24	1:04am	Wavelength	Stand Atlantic	Wavelength 	https://www.youtube.com/results?search_query=Stand%20Atlantic%20Wavelength	https://play.spotify.com/search/results/artist:Stand%20Atlantic%20track:Wavelength	https://www.triplejunearthed.com/node/2862851
requestival_24	1:07am	Home	Rudimental	Home 	https://www.youtube.com/results?search_query=Rudimental%20Home	https://play.spotify.com/search/results/artist:Rudimental%20track:Home	NA
requestival_24	1:12am	Every Hour	KIAN	Every Hour 	https://www.youtube.com/results?search_query=KIAN%20Every%20Hour	https://play.spotify.com/search/results/artist:KIAN%20track:Every%20Hour	https://www.triplejunearthed.com/node/6732216
requestival_24	1:16am	The Family	Saint Lane	The Family 	https://www.youtube.com/results?search_query=Saint%20Lane%20The%20Family	https://play.spotify.com/search/results/artist:Saint%20Lane%20track:The%20Family	https://www.triplejunearthed.com/node/7973581
requestival_24	1:19am	Dancing Shoes	Arctic Monkeys	Whatever People Say I Am, That's What I'm Not 	https://www.youtube.com/results?search_query=Arctic%20Monkeys%20Dancing%20Shoes	https://play.spotify.com/search/results/artist:Arctic%20Monkeys%20track:Dancing%20Shoes	NA
requestival_24	1:25am	Switched Up	Oliver Malcolm	Switched Up 	https://www.youtube.com/results?search_query=Oliver%20Malcolm%20Switched%20Up	https://play.spotify.com/search/results/artist:Oliver%20Malcolm%20track:Switched%20Up	NA
requestival_24	1:27am	Revolusion	Elliphant	Look Like You Love It 	https://www.youtube.com/results?search_query=Elliphant%20Revolusion	https://play.spotify.com/search/results/artist:Elliphant%20track:Revolusion	NA
requestival_24	1:36am	I'm Good	Hilltop Hoods	I'm Good 	https://www.youtube.com/results?search_query=Hilltop%20Hoods%20I%27m%20Good	https://play.spotify.com/search/results/artist:Hilltop%20Hoods%20track:I'm%20Good	NA
requestival_24	1:38am	Perfect	Sorry	925 	https://www.youtube.com/results?search_query=Sorry%20Perfect	https://play.spotify.com/search/results/artist:Sorry%20track:Perfect	NA
requestival_24	1:42am	Radio Silence	Gretta Ray	Here And Now 	https://www.youtube.com/results?search_query=Gretta%20Ray%20Radio%20Silence	https://play.spotify.com/search/results/artist:Gretta%20Ray%20track:Radio%20Silence	https://www.triplejunearthed.com/node/4786191
requestival_24	1:46am	Dear April {Justice Remix}	Frank Ocean	Dear April 	https://www.youtube.com/results?search_query=Frank%20Ocean%20Dear%20April%20{Justice%20Remix}	https://play.spotify.com/search/results/artist:Frank%20Ocean%20track:Dear%20April%20%7BJustice%20Remix%7D	NA
requestival_24	1:51am	Want You To Know	Asta	Want You To Know [Single] 	https://www.youtube.com/results?search_query=Asta%20Want%20You%20To%20Know	https://play.spotify.com/search/results/artist:Asta%20track:Want%20You%20To%20Know	https://www.triplejunearthed.com/node/162176
requestival_24	1:53am	Drive	Aodhan	Drive 	https://www.youtube.com/results?search_query=Aodhan%20Drive	https://play.spotify.com/search/results/artist:Aodhan%20track:Drive	NA
requestival_24	1:56am	Me & You	Ceres	We Are A Team 	https://www.youtube.com/results?search_query=Ceres%20Me%20&%20You	https://play.spotify.com/search/results/artist:Ceres%20track:Me%20&%20You	https://www.triplejunearthed.com/node/230721
requestival_24	2:06am	Cough Cough	Everything Everything	Arc 	https://www.youtube.com/results?search_query=Everything%20Everything%20Cough%20Cough	https://play.spotify.com/search/results/artist:Everything%20Everything%20track:Cough%20Cough	NA
requestival_24	2:10am	Live Like We're Dancing	Mura Masa (with Georgia)	R.Y.C 	https://www.youtube.com/results?search_query=Mura%20Masa%20(with%20Georgia)%20Live%20Like%20We%27re%20Dancing	https://play.spotify.com/search/results/artist:Mura%20Masa%20(with%20Georgia)%20track:Live%20Like%20We're%20Dancing	NA
requestival_24	2:14am	Langata	Crooked Colours	Langata 	https://www.youtube.com/results?search_query=Crooked%20Colours%20Langata	https://play.spotify.com/search/results/artist:Crooked%20Colours%20track:Langata	https://www.triplejunearthed.com/node/206086
requestival_24	2:18am	Dead Horse	Hayley Williams	Petals For Armor 	https://www.youtube.com/results?search_query=Hayley%20Williams%20Dead%20Horse	https://play.spotify.com/search/results/artist:Hayley%20Williams%20track:Dead%20Horse	NA
requestival_24	2:22am	Trembling Hands	The Temper Trap	The Temper Trap 	https://www.youtube.com/results?search_query=The%20Temper%20Trap%20Trembling%20Hands	https://play.spotify.com/search/results/artist:The%20Temper%20Trap%20track:Trembling%20Hands	NA
requestival_24	2:27am	Apocalypse (#DIYSupergroup)	JEFFE & Jack Gray	triple j Unearthed's DIY Supergroup 	https://www.youtube.com/results?search_query=JEFFE%20&%20Jack%20Gray%20Apocalypse%20(#DIYSupergroup)	https://play.spotify.com/search/results/artist:JEFFE%20&%20Jack%20Gray%20track:Apocalypse%20(#DIYSupergroup)	NA
requestival_24	2:31am	In This State	Hockey Dad	Brain Candy 	https://www.youtube.com/results?search_query=Hockey%20Dad%20In%20This%20State	https://play.spotify.com/search/results/artist:Hockey%20Dad%20track:In%20This%20State	https://www.triplejunearthed.com/node/245451
requestival_24	2:34am	Body Parts	Love Fame Tragedy	Body Parts 	https://www.youtube.com/results?search_query=Love%20Fame%20Tragedy%20Body%20Parts	https://play.spotify.com/search/results/artist:Love%20Fame%20Tragedy%20track:Body%20Parts	NA
requestival_24	2:37am	Freaks	FISHER	Freaks 	https://www.youtube.com/results?search_query=FISHER%20Freaks	https://play.spotify.com/search/results/artist:FISHER%20track:Freaks	NA
requestival_24	2:40am	Leader Of The Delinquents	Kid Cudi	Leader Of The Delinquents 	https://www.youtube.com/results?search_query=Kid%20Cudi%20Leader%20Of%20The%20Delinquents	https://play.spotify.com/search/results/artist:Kid%20Cudi%20track:Leader%20Of%20The%20Delinquents	NA
requestival_24	2:43am	Ch-Ching	Chairlift	Moth 	https://www.youtube.com/results?search_query=Chairlift%20Ch-Ching	https://play.spotify.com/search/results/artist:Chairlift%20track:Ch-Ching	NA
requestival_24	2:47am	Panic	Annie Hamilton	Panic 	https://www.youtube.com/results?search_query=Annie%20Hamilton%20Panic	https://play.spotify.com/search/results/artist:Annie%20Hamilton%20track:Panic	https://www.triplejunearthed.com/node/7161066
requestival_24	2:51am	Sheena Is A Bush Doofer	HARRIS	Sheena Is A Bush Doofer 	https://www.youtube.com/results?search_query=HARRIS%20Sheena%20Is%20A%20Bush%20Doofer	https://play.spotify.com/search/results/artist:HARRIS%20track:Sheena%20Is%20A%20Bush%20Doofer	NA
requestival_24	2:55am	Lily & The Moon	Thornhill	The Dark Pool 	https://www.youtube.com/results?search_query=Thornhill%20Lily%20&%20The%20Moon	https://play.spotify.com/search/results/artist:Thornhill%20track:Lily%20&%20The%20Moon	https://www.triplejunearthed.com/node/5822991
requestival_24	3:04am	Blur	Great Gable	Blur 	https://www.youtube.com/results?search_query=Great%20Gable%20Blur	https://play.spotify.com/search/results/artist:Great%20Gable%20track:Blur	https://www.triplejunearthed.com/node/4597631
requestival_24	3:07am	Forgotten Love	AURORA	Forgotten Love 	https://www.youtube.com/results?search_query=AURORA%20Forgotten%20Love	https://play.spotify.com/search/results/artist:AURORA%20track:Forgotten%20Love	NA
requestival_24	3:10am	Righteous	Juice WRLD	Righteous 	https://www.youtube.com/results?search_query=Juice%20WRLD%20Righteous	https://play.spotify.com/search/results/artist:Juice%20WRLD%20track:Righteous	NA
requestival_24	3:14am	Norway	Harper Finn	Norway 	https://www.youtube.com/results?search_query=Harper%20Finn%20Norway	https://play.spotify.com/search/results/artist:Harper%20Finn%20track:Norway	NA
requestival_24	3:18am	Boomerang	Dave Winnel	Boomerang 	https://www.youtube.com/results?search_query=Dave%20Winnel%20Boomerang	https://play.spotify.com/search/results/artist:Dave%20Winnel%20track:Boomerang	https://www.triplejunearthed.com/node/7980176
requestival_24	3:21am	Movies	Circa Waves	What's It Like Over There? 	https://www.youtube.com/results?search_query=Circa%20Waves%20Movies	https://play.spotify.com/search/results/artist:Circa%20Waves%20track:Movies	NA
requestival_24	3:25am	I'm Hearing Ya	Maddy Jane	Not All Bad Or Good 	https://www.youtube.com/results?search_query=Maddy%20Jane%20I%27m%20Hearing%20Ya	https://play.spotify.com/search/results/artist:Maddy%20Jane%20track:I'm%20Hearing%20Ya	https://www.triplejunearthed.com/node/267436
requestival_24	3:30am	Know Your Worth	Khalid & Disclosure	Know Your Worth [Single] 	https://www.youtube.com/results?search_query=Khalid%20&%20Disclosure%20Know%20Your%20Worth	https://play.spotify.com/search/results/artist:Khalid%20&%20Disclosure%20track:Know%20Your%20Worth	NA
requestival_24	3:33am	Love Is All I Got	Feed Me & Crystal Fighters	Love Is All I Got 	https://www.youtube.com/results?search_query=Feed%20Me%20&%20Crystal%20Fighters%20Love%20Is%20All%20I%20Got	https://play.spotify.com/search/results/artist:Feed%20Me%20&%20Crystal%20Fighters%20track:Love%20Is%20All%20I%20Got	NA
requestival_24	3:36am	H34t Rises	Nilüfer Yanya	H34t Rises 	https://www.youtube.com/results?search_query=Nil%C3%BCfer%20Yanya%20H34t%20Rises	https://play.spotify.com/search/results/artist:Nil%C3%BCfer%20Yanya%20track:H34t%20Rises	NA
requestival_24	3:40am	Pick It Up Again	Violent Soho	Everything Is A-OK 	https://www.youtube.com/results?search_query=Violent%20Soho%20Pick%20It%20Up%20Again	https://play.spotify.com/search/results/artist:Violent%20Soho%20track:Pick%20It%20Up%20Again	NA
requestival_24	3:43am	Black, White And Blue	Ladyhawke	Black, White And Blue 	https://www.youtube.com/results?search_query=Ladyhawke%20Black,%20White%20And%20Blue	https://play.spotify.com/search/results/artist:Ladyhawke%20track:Black,%20White%20And%20Blue	NA
requestival_24	3:47am	OTT	Allday	Allday 	https://www.youtube.com/results?search_query=Allday%20OTT	https://play.spotify.com/search/results/artist:Allday%20track:OTT	https://www.triplejunearthed.com/node/116351
requestival_24	3:50am	Hold Me Back	Tyne-James Organ	Hold Me Back 	https://www.youtube.com/results?search_query=Tyne-James%20Organ%20Hold%20Me%20Back	https://play.spotify.com/search/results/artist:Tyne-James%20Organ%20track:Hold%20Me%20Back	https://www.triplejunearthed.com/node/5512071
requestival_24	3:55am	Video Games	Mickey Kojak	Video Games 	https://www.youtube.com/results?search_query=Mickey%20Kojak%20Video%20Games	https://play.spotify.com/search/results/artist:Mickey%20Kojak%20track:Video%20Games	https://www.triplejunearthed.com/node/5445256
requestival_24	4:04am	Happiness In Liquid Form	Alfie Templeman	Happiness In Liquid Form 	https://www.youtube.com/results?search_query=Alfie%20Templeman%20Happiness%20In%20Liquid%20Form	https://play.spotify.com/search/results/artist:Alfie%20Templeman%20track:Happiness%20In%20Liquid%20Form	NA
requestival_24	4:07am	Under Cover Of Darkness	The Strokes	Angles 	https://www.youtube.com/results?search_query=The%20Strokes%20Under%20Cover%20Of%20Darkness	https://play.spotify.com/search/results/artist:The%20Strokes%20track:Under%20Cover%20Of%20Darkness	NA
requestival_24	4:11am	2560	Becca Hatch	2560 [Single] 	https://www.youtube.com/results?search_query=Becca%20Hatch%202560	https://play.spotify.com/search/results/artist:Becca%20Hatch%20track:2560	https://www.triplejunearthed.com/node/5846931
requestival_24	4:14am	Just Used Music Again	88rising & RHYME SO	Head In The Clouds II 	https://www.youtube.com/results?search_query=88rising%20&%20RHYME%20SO%20Just%20Used%20Music%20Again	https://play.spotify.com/search/results/artist:88rising%20&%20RHYME%20SO%20track:Just%20Used%20Music%20Again	NA
requestival_24	4:18am	Hot Chicken	Ocean Alley	Hot Chicken 	https://www.youtube.com/results?search_query=Ocean%20Alley%20Hot%20Chicken	https://play.spotify.com/search/results/artist:Ocean%20Alley%20track:Hot%20Chicken	https://www.triplejunearthed.com/node/196451
requestival_24	4:22am	Show Yourself	Mastodon	Emperor Of Sand 	https://www.youtube.com/results?search_query=Mastodon%20Show%20Yourself	https://play.spotify.com/search/results/artist:Mastodon%20track:Show%20Yourself	NA
requestival_24	4:25am	If It Glitters It's Gold	Dallas Woods	If It Glitters It's Gold 	https://www.youtube.com/results?search_query=Dallas%20Woods%20If%20It%20Glitters%20It%27s%20Gold	https://play.spotify.com/search/results/artist:Dallas%20Woods%20track:If%20It%20Glitters%20It's%20Gold	https://www.triplejunearthed.com/node/7159616
requestival_24	4:29am	21	Gracie Abrams	21 	https://www.youtube.com/results?search_query=Gracie%20Abrams%2021	https://play.spotify.com/search/results/artist:Gracie%20Abrams%20track:21	NA
requestival_24	4:32am	San Frandisco	Dom Dolla	San Frandisco 	https://www.youtube.com/results?search_query=Dom%20Dolla%20San%20Frandisco	https://play.spotify.com/search/results/artist:Dom%20Dolla%20track:San%20Frandisco	NA
requestival_24	4:35am	German	No Money Enterprise	German 	https://www.youtube.com/results?search_query=No%20Money%20Enterprise%20German	https://play.spotify.com/search/results/artist:No%20Money%20Enterprise%20track:German	NA
requestival_24	4:40am	Heavy Weather	The Rubens	Heavy Weather 	https://www.youtube.com/results?search_query=The%20Rubens%20Heavy%20Weather	https://play.spotify.com/search/results/artist:The%20Rubens%20track:Heavy%20Weather	https://www.triplejunearthed.com/node/47661
requestival_24	4:43am	Lust For Life	Lana Del Rey	Lust For Life 	https://www.youtube.com/results?search_query=Lana%20Del%20Rey%20Lust%20For%20Life	https://play.spotify.com/search/results/artist:Lana%20Del%20Rey%20track:Lust%20For%20Life	NA
requestival_24	4:48am	Lost	Alex the Astronaut	The Theory Of Absolutely Nothing 	https://www.youtube.com/results?search_query=Alex%20the%20Astronaut%20Lost	https://play.spotify.com/search/results/artist:Alex%20the%20Astronaut%20track:Lost	https://www.triplejunearthed.com/node/4685176
requestival_24	4:51am	Geekin' {Ft. Nerve}	Yvng Jalapeno x Just A Gent	Geekin' 	https://www.youtube.com/results?search_query=Yvng%20Jalapeno%20x%20Just%20A%20Gent%20Geekin%27%20{Ft.%20Nerve}	https://play.spotify.com/search/results/artist:Yvng%20Jalapeno%20x%20Just%20A%20Gent%20track:Geekin'%20%7BFt.%20Nerve%7D	NA
requestival_24	4:55am	4ÆM	Grimes	Miss Anthropocene 	https://www.youtube.com/results?search_query=Grimes%204%C3%86M	https://play.spotify.com/search/results/artist:Grimes%20track:4%C3%86M	NA
requestival_24	5:01am	Hyperfine	G Flip	Hyperfine 	https://www.youtube.com/results?search_query=G%20Flip%20Hyperfine	https://play.spotify.com/search/results/artist:G%20Flip%20track:Hyperfine	https://www.triplejunearthed.com/node/6175126
requestival_24	5:05am	Waze	Skepta, Chip & Young Adz	Insomnia 	https://www.youtube.com/results?search_query=Skepta,%20Chip%20&%20Young%20Adz%20Waze	https://play.spotify.com/search/results/artist:Skepta,%20Chip%20&%20Young%20Adz%20track:Waze	NA
requestival_24	5:08am	Spanish Sahara	Foals	Total Life Forever 	https://www.youtube.com/results?search_query=Foals%20Spanish%20Sahara	https://play.spotify.com/search/results/artist:Foals%20track:Spanish%20Sahara	NA
requestival_24	5:12am	Spark Up!	Ball Park Music	Spark Up! 	https://www.youtube.com/results?search_query=Ball%20Park%20Music%20Spark%20Up!	https://play.spotify.com/search/results/artist:Ball%20Park%20Music%20track:Spark%20Up!	https://www.triplejunearthed.com/node/62036
requestival_24	5:17am	Green	MAY-A	Green 	https://www.youtube.com/results?search_query=MAY-A%20Green	https://play.spotify.com/search/results/artist:MAY-A%20track:Green	https://www.triplejunearthed.com/node/8502701
requestival_24	5:21am	enemy	Charli XCX	how i'm feeling now 	https://www.youtube.com/results?search_query=Charli%20XCX%20enemy	https://play.spotify.com/search/results/artist:Charli%20XCX%20track:enemy	NA
requestival_24	5:25am	Ali D	Winston Surfshirt	Sponge Cake 	https://www.youtube.com/results?search_query=Winston%20Surfshirt%20Ali%20D	https://play.spotify.com/search/results/artist:Winston%20Surfshirt%20track:Ali%20D	https://www.triplejunearthed.com/node/220531
requestival_24	5:28am	Thulumaay Gii	Thelma Plum	Better In Blak 	https://www.youtube.com/results?search_query=Thelma%20Plum%20Thulumaay%20Gii	https://play.spotify.com/search/results/artist:Thelma%20Plum%20track:Thulumaay%20Gii	https://www.triplejunearthed.com/node/155361
requestival_24	5:32am	I Still Dream About You	The Smith Street Band	Don't Waste Your Anger 	https://www.youtube.com/results?search_query=The%20Smith%20Street%20Band%20I%20Still%20Dream%20About%20You	https://play.spotify.com/search/results/artist:The%20Smith%20Street%20Band%20track:I%20Still%20Dream%20About%20You	https://www.triplejunearthed.com/node/144956
requestival_24	5:36am	The Fear (triple j Like A Version 2019)	Hein Cooper	Like A Version 	https://www.youtube.com/results?search_query=Hein%20Cooper%20The%20Fear%20(triple%20j%20Like%20A%20Version%202019)	https://play.spotify.com/search/results/artist:Hein%20Cooper%20track:The%20Fear%20(triple%20j%20Like%20A%20Version%202019)	https://www.triplejunearthed.com/node/220516
requestival_24	5:41am	schleep	Kwame	schleep 	https://www.youtube.com/results?search_query=Kwame%20schleep	https://play.spotify.com/search/results/artist:Kwame%20track:schleep	https://www.triplejunearthed.com/node/5393051
requestival_24	5:43am	Superspeed	Lido & CanBlaster	Superspeed EP 	https://www.youtube.com/results?search_query=Lido%20&%20CanBlaster%20Superspeed	https://play.spotify.com/search/results/artist:Lido%20&%20CanBlaster%20track:Superspeed	NA
requestival_24	5:48am	Yeah I Care	Nick Murphy	Run Fast Sleep Naked 	https://www.youtube.com/results?search_query=Nick%20Murphy%20Yeah%20I%20Care	https://play.spotify.com/search/results/artist:Nick%20Murphy%20track:Yeah%20I%20Care	NA
requestival_24	5:51am	Sobercoaster	Beddy Rays	Sobercoaster 	https://www.youtube.com/results?search_query=Beddy%20Rays%20Sobercoaster	https://play.spotify.com/search/results/artist:Beddy%20Rays%20track:Sobercoaster	NA
requestival_24	5:54am	Your Light	The Big Moon	Walking Like We Do 	https://www.youtube.com/results?search_query=The%20Big%20Moon%20Your%20Light	https://play.spotify.com/search/results/artist:The%20Big%20Moon%20track:Your%20Light	NA
requestival_24	6:01am	Energy	Stace Cadet & KLP	Energy 	https://www.youtube.com/results?search_query=Stace%20Cadet%20&%20KLP%20Energy	https://play.spotify.com/search/results/artist:Stace%20Cadet%20&%20KLP%20track:Energy	NA
requestival_24	6:05am	Patience	Tame Impala	The Slow Rush 	https://www.youtube.com/results?search_query=Tame%20Impala%20Patience	https://play.spotify.com/search/results/artist:Tame%20Impala%20track:Patience	NA
requestival_24	6:10am	Dizzy	Azure Ryder	Dizzy 	https://www.youtube.com/results?search_query=Azure%20Ryder%20Dizzy	https://play.spotify.com/search/results/artist:Azure%20Ryder%20track:Dizzy	NA
requestival_24	6:13am	Toosie Slide	Drake	Dark Lane Demo Tapes 	https://www.youtube.com/results?search_query=Drake%20Toosie%20Slide	https://play.spotify.com/search/results/artist:Drake%20track:Toosie%20Slide	NA
requestival_24	6:18am	Second	Hope D	Second (Single) 	https://www.youtube.com/results?search_query=Hope%20D%20Second	https://play.spotify.com/search/results/artist:Hope%20D%20track:Second	https://www.triplejunearthed.com/node/6099936
requestival_24	6:23am	Before Sunrise	Gengahr	Where Wildness Grows 	https://www.youtube.com/results?search_query=Gengahr%20Before%20Sunrise	https://play.spotify.com/search/results/artist:Gengahr%20track:Before%20Sunrise	NA
requestival_24	6:27am	Wah	The Buoys	Wah 	https://www.youtube.com/results?search_query=The%20Buoys%20Wah	https://play.spotify.com/search/results/artist:The%20Buoys%20track:Wah	https://www.triplejunearthed.com/node/5785746
requestival_24	6:30am	THE SCOTTS	THE SCOTTS, Travis Scott & Kid Cudi	THE SCOTTS 	https://www.youtube.com/results?search_query=THE%20SCOTTS,%20Travis%20Scott%20&%20Kid%20Cudi%20THE%20SCOTTS	https://play.spotify.com/search/results/artist:THE%20SCOTTS,%20Travis%20Scott%20&%20Kid%20Cudi%20track:THE%20SCOTTS	NA
requestival_24	6:33am	Love Song	Duke Dumont	Love Song (Single) 	https://www.youtube.com/results?search_query=Duke%20Dumont%20Love%20Song	https://play.spotify.com/search/results/artist:Duke%20Dumont%20track:Love%20Song	NA
requestival_24	6:37am	Fuck You, I'm A Good Person	Maddy Jane	Not All Bad Or Good 	https://www.youtube.com/results?search_query=Maddy%20Jane%20Fuck%20You,%20I%27m%20A%20Good%20Person	https://play.spotify.com/search/results/artist:Maddy%20Jane%20track:Fuck%20You,%20I'm%20A%20Good%20Person	https://www.triplejunearthed.com/node/267436
requestival_24	6:42am	Slow	Hauskey	Slow 	https://www.youtube.com/results?search_query=Hauskey%20Slow	https://play.spotify.com/search/results/artist:Hauskey%20track:Slow	https://www.triplejunearthed.com/node/7237366
requestival_24	6:44am	Numb & Getting Colder	Flume	Skin 	https://www.youtube.com/results?search_query=Flume%20Numb%20&%20Getting%20Colder	https://play.spotify.com/search/results/artist:Flume%20track:Numb%20&%20Getting%20Colder	https://www.triplejunearthed.com/node/134536
requestival_24	6:50am	Move	Baker Boy	Move 	https://www.youtube.com/results?search_query=Baker%20Boy%20Move	https://play.spotify.com/search/results/artist:Baker%20Boy%20track:Move	https://www.triplejunearthed.com/node/5959761
requestival_24	6:53am	Suck On Light	Boy & Bear	Suck On Light 	https://www.youtube.com/results?search_query=Boy%20&%20Bear%20Suck%20On%20Light	https://play.spotify.com/search/results/artist:Boy%20&%20Bear%20track:Suck%20On%20Light	https://www.triplejunearthed.com/node/37861
requestival_24	6:57am	I Remember	Chris Lake	I Remember (Single) 	https://www.youtube.com/results?search_query=Chris%20Lake%20I%20Remember	https://play.spotify.com/search/results/artist:Chris%20Lake%20track:I%20Remember	NA
requestival_24	7:01am	Gimme Love	Joji	Gimme Love 	https://www.youtube.com/results?search_query=Joji%20Gimme%20Love	https://play.spotify.com/search/results/artist:Joji%20track:Gimme%20Love	https://www.triplejunearthed.com/node/5462666
requestival_24	7:05am	Sunflower	Dizzy	Sunflower 	https://www.youtube.com/results?search_query=Dizzy%20Sunflower	https://play.spotify.com/search/results/artist:Dizzy%20track:Sunflower	NA
requestival_24	7:09am	Got To Give	Luca Brasi	Got To Give 	https://www.youtube.com/results?search_query=Luca%20Brasi%20Got%20To%20Give	https://play.spotify.com/search/results/artist:Luca%20Brasi%20track:Got%20To%20Give	https://www.triplejunearthed.com/node/123651
requestival_24	7:12am	Dinner Guest {Ft. MoStack}	AJ Tracey	Dinner Guest 	https://www.youtube.com/results?search_query=AJ%20Tracey%20Dinner%20Guest%20{Ft.%20MoStack}	https://play.spotify.com/search/results/artist:AJ%20Tracey%20track:Dinner%20Guest%20%7BFt.%20MoStack%7D	NA
requestival_24	7:16am	MAYBE IT'S ME	E^ST	MAYBE IT'S ME 	https://www.youtube.com/results?search_query=E^ST%20MAYBE%20IT%27S%20ME	https://play.spotify.com/search/results/artist:E%5EST%20track:MAYBE%20IT'S%20ME	https://www.triplejunearthed.com/node/2863081
requestival_24	7:20am	Move	Peking Duk	Move 	https://www.youtube.com/results?search_query=Peking%20Duk%20Move	https://play.spotify.com/search/results/artist:Peking%20Duk%20track:Move	NA
requestival_24	7:23am	Better	Jack Garratt	Love, Death & Dancing Vol. 2 	https://www.youtube.com/results?search_query=Jack%20Garratt%20Better	https://play.spotify.com/search/results/artist:Jack%20Garratt%20track:Better	NA
requestival_24	7:28am	Composure	Yours Truly	Composure 	https://www.youtube.com/results?search_query=Yours%20Truly%20Composure	https://play.spotify.com/search/results/artist:Yours%20Truly%20track:Composure	https://www.triplejunearthed.com/node/5752876
requestival_24	7:32am	Unforgiven	RUFUS	Atlas 	https://www.youtube.com/results?search_query=RUFUS%20Unforgiven	https://play.spotify.com/search/results/artist:RUFUS%20track:Unforgiven	NA
requestival_24	7:36am	Time	Childish Gambino	03.15.20 	https://www.youtube.com/results?search_query=Childish%20Gambino%20Time	https://play.spotify.com/search/results/artist:Childish%20Gambino%20track:Time	NA
requestival_24	7:40am	Every Hour	KIAN	Every Hour 	https://www.youtube.com/results?search_query=KIAN%20Every%20Hour	https://play.spotify.com/search/results/artist:KIAN%20track:Every%20Hour	https://www.triplejunearthed.com/node/6732216
requestival_24	7:44am	Take Me Dancing	Sløtface	Take Me Dancing 	https://www.youtube.com/results?search_query=Sl%C3%B8tface%20Take%20Me%20Dancing	https://play.spotify.com/search/results/artist:Sl%C3%B8tface%20track:Take%20Me%20Dancing	NA
requestival_24	7:46am	Let Me Down	Oliver Tree	Let Me Down 	https://www.youtube.com/results?search_query=Oliver%20Tree%20Let%20Me%20Down	https://play.spotify.com/search/results/artist:Oliver%20Tree%20track:Let%20Me%20Down	NA
