DateTime	Song	Artist	Release	IsUnearthed	UnearthedURL	SpotifyQuery	SpotifyURL	YouTubeQuery	YouTubeURL
2020-05-26T10:52:00Z	The Dreamer	Anderson .Paak	Malibu	FALSE	NA	artist:Anderson%20.Paak%20track:The%20Dreamer	https://play.spotify.com/search/results/artist:Anderson%20.Paak%20track:The%20Dreamer	Anderson%20.Paak%20The%20Dreamer	https://www.youtube.com/results?search_query=Anderson%20.Paak%20The%20Dreamer
2020-05-26T10:57:00Z	Window	Still Woozy	Window	FALSE	NA	artist:Still%20Woozy%20track:Window	https://play.spotify.com/search/results/artist:Still%20Woozy%20track:Window	Still%20Woozy%20Window	https://www.youtube.com/results?search_query=Still%20Woozy%20Window
2020-05-26T20:06:00Z	SENSE AGAIN	Ocean Grove	FLIP PHONE FANTASY	TRUE	https://www.triplejunearthed.com/node/3805516	artist:Ocean%20Grove%20track:SENSE%20AGAIN	https://play.spotify.com/search/results/artist:Ocean%20Grove%20track:SENSE%20AGAIN	Ocean%20Grove%20SENSE%20AGAIN	https://www.youtube.com/results?search_query=Ocean%20Grove%20SENSE%20AGAIN
2020-05-26T20:09:00Z	Mountains (we met)	Christine And The Queens	La vita nuova	FALSE	NA	artist:Christine%20And%20The%20Queens%20track:Mountains%20(we%20met)	https://play.spotify.com/search/results/artist:Christine%20And%20The%20Queens%20track:Mountains%20(we%20met)	Christine%20And%20The%20Queens%20Mountains%20(we%20met)	https://www.youtube.com/results?search_query=Christine%20And%20The%20Queens%20Mountains%20(we%20met)
2020-05-26T20:14:00Z	Yo Voy Ganao	Systema Solar	Yo Voy Ganao	FALSE	NA	artist:Systema%20Solar%20track:Yo%20Voy%20Ganao	https://play.spotify.com/search/results/artist:Systema%20Solar%20track:Yo%20Voy%20Ganao	Systema%20Solar%20Yo%20Voy%20Ganao	https://www.youtube.com/results?search_query=Systema%20Solar%20Yo%20Voy%20Ganao
2020-05-26T20:18:00Z	Scar	Cloud Control	Dream Cave	TRUE	https://www.triplejunearthed.com/node/14726	artist:Cloud%20Control%20track:Scar	https://play.spotify.com/search/results/artist:Cloud%20Control%20track:Scar	Cloud%20Control%20Scar	https://www.youtube.com/results?search_query=Cloud%20Control%20Scar
2020-05-26T20:24:00Z	I Still Dream About You	The Smith Street Band	Don't Waste Your Anger	TRUE	https://www.triplejunearthed.com/node/144956	artist:The%20Smith%20Street%20Band%20track:I%20Still%20Dream%20About%20You	https://play.spotify.com/search/results/artist:The%20Smith%20Street%20Band%20track:I%20Still%20Dream%20About%20You	The%20Smith%20Street%20Band%20I%20Still%20Dream%20About%20You	https://www.youtube.com/results?search_query=The%20Smith%20Street%20Band%20I%20Still%20Dream%20About%20You
2020-05-26T20:28:00Z	Guilty Conscience	070 Shake	Modus Vivendi	FALSE	NA	artist:070%20Shake%20track:Guilty%20Conscience	https://play.spotify.com/search/results/artist:070%20Shake%20track:Guilty%20Conscience	070%20Shake%20Guilty%20Conscience	https://www.youtube.com/results?search_query=070%20Shake%20Guilty%20Conscience
2020-05-26T20:37:00Z	Heaven {Ft. Do}	DJ Sammy & Yanou	Heaven	FALSE	NA	artist:DJ%20Sammy%20&%20Yanou%20track:Heaven%20%7BFt.%20Do%7D	https://play.spotify.com/search/results/artist:DJ%20Sammy%20&%20Yanou%20track:Heaven%20%7BFt.%20Do%7D	DJ%20Sammy%20&%20Yanou%20Heaven%20{Ft.%20Do}	https://www.youtube.com/results?search_query=DJ%20Sammy%20&%20Yanou%20Heaven%20{Ft.%20Do}
2020-05-26T20:43:00Z	Nights We Waste	YORKE	Liberosis	FALSE	NA	artist:YORKE%20track:Nights%20We%20Waste	https://play.spotify.com/search/results/artist:YORKE%20track:Nights%20We%20Waste	YORKE%20Nights%20We%20Waste	https://www.youtube.com/results?search_query=YORKE%20Nights%20We%20Waste
2020-05-26T20:47:00Z	Walk You Home	Horrorshow	Inside Story	FALSE	NA	artist:Horrorshow%20track:Walk%20You%20Home	https://play.spotify.com/search/results/artist:Horrorshow%20track:Walk%20You%20Home	Horrorshow%20Walk%20You%20Home	https://www.youtube.com/results?search_query=Horrorshow%20Walk%20You%20Home
2020-05-26T20:52:00Z	Hung On Tight	Snakadaktal	Hung On Tight	TRUE	https://www.triplejunearthed.com/node/114016	artist:Snakadaktal%20track:Hung%20On%20Tight	https://play.spotify.com/search/results/artist:Snakadaktal%20track:Hung%20On%20Tight	Snakadaktal%20Hung%20On%20Tight	https://www.youtube.com/results?search_query=Snakadaktal%20Hung%20On%20Tight
2020-05-26T20:56:00Z	Say To Me	Milan Ring	Say To Me	TRUE	https://www.triplejunearthed.com/node/158126	artist:Milan%20Ring%20track:Say%20To%20Me	https://play.spotify.com/search/results/artist:Milan%20Ring%20track:Say%20To%20Me	Milan%20Ring%20Say%20To%20Me	https://www.youtube.com/results?search_query=Milan%20Ring%20Say%20To%20Me
2020-05-26T21:05:00Z	Anthem For The Year 2000	Silverchair	NA	FALSE	NA	artist:Silverchair%20track:Anthem%20For%20The%20Year%202000	https://play.spotify.com/search/results/artist:Silverchair%20track:Anthem%20For%20The%20Year%202000	Silverchair%20Anthem%20For%20The%20Year%202000	https://www.youtube.com/results?search_query=Silverchair%20Anthem%20For%20The%20Year%202000
2020-05-26T21:10:00Z	Let Me Mend The Past (Live in Madrid '19)	King Gizzard & The Lizard Wizard	Chunky Shrapnel	FALSE	NA	artist:King%20Gizzard%20&%20The%20Lizard%20Wizard%20track:Let%20Me%20Mend%20The%20Past%20(Live%20in%20Madrid%20'19)	https://play.spotify.com/search/results/artist:King%20Gizzard%20&%20The%20Lizard%20Wizard%20track:Let%20Me%20Mend%20The%20Past%20(Live%20in%20Madrid%20'19)	King%20Gizzard%20&%20The%20Lizard%20Wizard%20Let%20Me%20Mend%20The%20Past%20(Live%20in%20Madrid%20%2719)	https://www.youtube.com/results?search_query=King%20Gizzard%20&%20The%20Lizard%20Wizard%20Let%20Me%20Mend%20The%20Past%20(Live%20in%20Madrid%20%2719)
2020-05-26T21:20:00Z	Calling Me Home	Sally Balfour	Calling Me Home	FALSE	NA	artist:Sally%20Balfour%20track:Calling%20Me%20Home	https://play.spotify.com/search/results/artist:Sally%20Balfour%20track:Calling%20Me%20Home	Sally%20Balfour%20Calling%20Me%20Home	https://www.youtube.com/results?search_query=Sally%20Balfour%20Calling%20Me%20Home
2020-05-26T21:29:00Z	1901 (triple j Like A Version 2018)	Petit Biscuit	Like A Version	FALSE	NA	artist:Petit%20Biscuit%20track:1901%20(triple%20j%20Like%20A%20Version%202018)	https://play.spotify.com/search/results/artist:Petit%20Biscuit%20track:1901%20(triple%20j%20Like%20A%20Version%202018)	Petit%20Biscuit%201901%20(triple%20j%20Like%20A%20Version%202018)	https://www.youtube.com/results?search_query=Petit%20Biscuit%201901%20(triple%20j%20Like%20A%20Version%202018)
2020-05-26T21:37:00Z	In Too Deep	Sum 41	All Killer No Filler	FALSE	NA	artist:Sum%2041%20track:In%20Too%20Deep	https://play.spotify.com/search/results/artist:Sum%2041%20track:In%20Too%20Deep	Sum%2041%20In%20Too%20Deep	https://www.youtube.com/results?search_query=Sum%2041%20In%20Too%20Deep
2020-05-26T21:41:00Z	Typical Story	Hobo Johnson	Typical Story	FALSE	NA	artist:Hobo%20Johnson%20track:Typical%20Story	https://play.spotify.com/search/results/artist:Hobo%20Johnson%20track:Typical%20Story	Hobo%20Johnson%20Typical%20Story	https://www.youtube.com/results?search_query=Hobo%20Johnson%20Typical%20Story
2020-05-26T21:50:00Z	Scar	Missy Higgins	Missy Higgins & Friends Live on Double J	TRUE	https://www.triplejunearthed.com/node/7995851	artist:Missy%20Higgins%20track:Scar	https://play.spotify.com/search/results/artist:Missy%20Higgins%20track:Scar	Missy%20Higgins%20Scar	https://www.youtube.com/results?search_query=Missy%20Higgins%20Scar
2020-05-26T21:55:00Z	APESHIT	The Carters	EVERYTHING IS LOVE	FALSE	NA	artist:The%20Carters%20track:APESHIT	https://play.spotify.com/search/results/artist:The%20Carters%20track:APESHIT	The%20Carters%20APESHIT	https://www.youtube.com/results?search_query=The%20Carters%20APESHIT
2020-05-26T22:06:00Z	Next To You	L D R U	Next To You	TRUE	https://www.triplejunearthed.com/node/234916	artist:L%20D%20R%20U%20track:Next%20To%20You	https://play.spotify.com/search/results/artist:L%20D%20R%20U%20track:Next%20To%20You	L%20D%20R%20U%20Next%20To%20You	https://www.youtube.com/results?search_query=L%20D%20R%20U%20Next%20To%20You
2020-05-26T22:09:00Z	Express Yourself	N.W.A.	Straight Outta Compton	FALSE	NA	artist:N.W.A.%20track:Express%20Yourself	https://play.spotify.com/search/results/artist:N.W.A.%20track:Express%20Yourself	N.W.A.%20Express%20Yourself	https://www.youtube.com/results?search_query=N.W.A.%20Express%20Yourself
2020-05-26T22:16:00Z	Identity Theft	The Chats	Identity Theft	FALSE	NA	artist:The%20Chats%20track:Identity%20Theft	https://play.spotify.com/search/results/artist:The%20Chats%20track:Identity%20Theft	The%20Chats%20Identity%20Theft	https://www.youtube.com/results?search_query=The%20Chats%20Identity%20Theft
2020-05-26T22:23:00Z	Ruby	Kaiser Chiefs	Yours Truly Angry Mob	FALSE	NA	artist:Kaiser%20Chiefs%20track:Ruby	https://play.spotify.com/search/results/artist:Kaiser%20Chiefs%20track:Ruby	Kaiser%20Chiefs%20Ruby	https://www.youtube.com/results?search_query=Kaiser%20Chiefs%20Ruby
2020-05-26T22:28:00Z	Roll Up Your Sleeves	Meg Mac	Roll Up Your Sleeves	TRUE	https://www.triplejunearthed.com/node/176996	artist:Meg%20Mac%20track:Roll%20Up%20Your%20Sleeves	https://play.spotify.com/search/results/artist:Meg%20Mac%20track:Roll%20Up%20Your%20Sleeves	Meg%20Mac%20Roll%20Up%20Your%20Sleeves	https://www.youtube.com/results?search_query=Meg%20Mac%20Roll%20Up%20Your%20Sleeves
2020-05-26T22:38:00Z	Take Your Mama	Scissor Sisters	Take Your Mama	FALSE	NA	artist:Scissor%20Sisters%20track:Take%20Your%20Mama	https://play.spotify.com/search/results/artist:Scissor%20Sisters%20track:Take%20Your%20Mama	Scissor%20Sisters%20Take%20Your%20Mama	https://www.youtube.com/results?search_query=Scissor%20Sisters%20Take%20Your%20Mama
2020-05-26T22:42:00Z	Sunday Roast	Nerve	Mumma's Boy	TRUE	https://www.triplejunearthed.com/node/5707141	artist:Nerve%20track:Sunday%20Roast	https://play.spotify.com/search/results/artist:Nerve%20track:Sunday%20Roast	Nerve%20Sunday%20Roast	https://www.youtube.com/results?search_query=Nerve%20Sunday%20Roast
2020-05-26T22:51:00Z	Twisting Words	Miiesha	Nyaaringu	TRUE	https://www.triplejunearthed.com/node/8211401	artist:Miiesha%20track:Twisting%20Words	https://play.spotify.com/search/results/artist:Miiesha%20track:Twisting%20Words	Miiesha%20Twisting%20Words	https://www.youtube.com/results?search_query=Miiesha%20Twisting%20Words
2020-05-26T22:54:00Z	All That Jazz	Bebe Neuwirth	Chicago The Musical	FALSE	NA	artist:Bebe%20Neuwirth%20track:All%20That%20Jazz	https://play.spotify.com/search/results/artist:Bebe%20Neuwirth%20track:All%20That%20Jazz	Bebe%20Neuwirth%20All%20That%20Jazz	https://www.youtube.com/results?search_query=Bebe%20Neuwirth%20All%20That%20Jazz
2020-05-26T23:03:00Z	Champion	Grinspoon	Licker Bottle Cozy	FALSE	NA	artist:Grinspoon%20track:Champion	https://play.spotify.com/search/results/artist:Grinspoon%20track:Champion	Grinspoon%20Champion	https://www.youtube.com/results?search_query=Grinspoon%20Champion
2020-05-26T23:09:00Z	Figure It Out	Alexander Biggs	Still Your Sharpen Your Teeth	TRUE	https://www.triplejunearthed.com/node/4499221	artist:Alexander%20Biggs%20track:Figure%20It%20Out	https://play.spotify.com/search/results/artist:Alexander%20Biggs%20track:Figure%20It%20Out	Alexander%20Biggs%20Figure%20It%20Out	https://www.youtube.com/results?search_query=Alexander%20Biggs%20Figure%20It%20Out
2020-05-26T23:12:00Z	Mr La Di Da Di	Baker Boy	Mr La Di Da Di	TRUE	https://www.triplejunearthed.com/node/5959761	artist:Baker%20Boy%20track:Mr%20La%20Di%20Da%20Di	https://play.spotify.com/search/results/artist:Baker%20Boy%20track:Mr%20La%20Di%20Da%20Di	Baker%20Boy%20Mr%20La%20Di%20Da%20Di	https://www.youtube.com/results?search_query=Baker%20Boy%20Mr%20La%20Di%20Da%20Di
2020-05-26T23:18:00Z	Peregrine	DOBBY	Peregrine	FALSE	NA	artist:DOBBY%20track:Peregrine	https://play.spotify.com/search/results/artist:DOBBY%20track:Peregrine	DOBBY%20Peregrine	https://www.youtube.com/results?search_query=DOBBY%20Peregrine
2020-05-26T23:22:00Z	Nicotine	Sycco	Nicotine	TRUE	https://www.triplejunearthed.com/node/5839916	artist:Sycco%20track:Nicotine	https://play.spotify.com/search/results/artist:Sycco%20track:Nicotine	Sycco%20Nicotine	https://www.youtube.com/results?search_query=Sycco%20Nicotine
2020-05-26T23:28:00Z	Try As You May	Johnny Hunter	Try As You May	TRUE	https://www.triplejunearthed.com/node/6399761	artist:Johnny%20Hunter%20track:Try%20As%20You%20May	https://play.spotify.com/search/results/artist:Johnny%20Hunter%20track:Try%20As%20You%20May	Johnny%20Hunter%20Try%20As%20You%20May	https://www.youtube.com/results?search_query=Johnny%20Hunter%20Try%20As%20You%20May
2020-05-26T23:31:00Z	Cows With Guns	Dana Lyons	Cows With Guns	FALSE	NA	artist:Dana%20Lyons%20track:Cows%20With%20Guns	https://play.spotify.com/search/results/artist:Dana%20Lyons%20track:Cows%20With%20Guns	Dana%20Lyons%20Cows%20With%20Guns	https://www.youtube.com/results?search_query=Dana%20Lyons%20Cows%20With%20Guns
2020-05-26T23:39:00Z	Circles	Eliott	Circles	FALSE	NA	artist:Eliott%20track:Circles	https://play.spotify.com/search/results/artist:Eliott%20track:Circles	Eliott%20Circles	https://www.youtube.com/results?search_query=Eliott%20Circles
2020-05-26T23:43:00Z	Dance The Way I Feel	Ou Est le Swimming Pool	The Golden Year	FALSE	NA	artist:Ou%20Est%20le%20Swimming%20Pool%20track:Dance%20The%20Way%20I%20Feel	https://play.spotify.com/search/results/artist:Ou%20Est%20le%20Swimming%20Pool%20track:Dance%20The%20Way%20I%20Feel	Ou%20Est%20le%20Swimming%20Pool%20Dance%20The%20Way%20I%20Feel	https://www.youtube.com/results?search_query=Ou%20Est%20le%20Swimming%20Pool%20Dance%20The%20Way%20I%20Feel
2020-05-26T23:48:00Z	Pure Luck	Ninajirachi	triple j Unearthed High Finalists 2017	TRUE	https://www.triplejunearthed.com/node/2983091	artist:Ninajirachi%20track:Pure%20Luck	https://play.spotify.com/search/results/artist:Ninajirachi%20track:Pure%20Luck	Ninajirachi%20Pure%20Luck	https://www.youtube.com/results?search_query=Ninajirachi%20Pure%20Luck
2020-05-26T23:52:00Z	How You Remind Me	Nickelback	Silver Side Up	FALSE	NA	artist:Nickelback%20track:How%20You%20Remind%20Me	https://play.spotify.com/search/results/artist:Nickelback%20track:How%20You%20Remind%20Me	Nickelback%20How%20You%20Remind%20Me	https://www.youtube.com/results?search_query=Nickelback%20How%20You%20Remind%20Me
2020-05-26T23:55:00Z	Golden Jubilee	Boy & Bear	Moonfire	TRUE	https://www.triplejunearthed.com/node/37861	artist:Boy%20&%20Bear%20track:Golden%20Jubilee	https://play.spotify.com/search/results/artist:Boy%20&%20Bear%20track:Golden%20Jubilee	Boy%20&%20Bear%20Golden%20Jubilee	https://www.youtube.com/results?search_query=Boy%20&%20Bear%20Golden%20Jubilee
2020-05-27T00:05:00Z	Fuck Em Only We Know	Banks	Goddess	FALSE	NA	artist:Banks%20track:Fuck%20Em%20Only%20We%20Know	https://play.spotify.com/search/results/artist:Banks%20track:Fuck%20Em%20Only%20We%20Know	Banks%20Fuck%20Em%20Only%20We%20Know	https://www.youtube.com/results?search_query=Banks%20Fuck%20Em%20Only%20We%20Know
2020-05-27T00:09:00Z	I Want	Ruby Fields	I Want	TRUE	https://www.triplejunearthed.com/node/5874471	artist:Ruby%20Fields%20track:I%20Want	https://play.spotify.com/search/results/artist:Ruby%20Fields%20track:I%20Want	Ruby%20Fields%20I%20Want	https://www.youtube.com/results?search_query=Ruby%20Fields%20I%20Want
2020-05-27T00:16:00Z	Rock DJ	Robbie Williams	Sing When You're Winning	FALSE	NA	artist:Robbie%20Williams%20track:Rock%20DJ	https://play.spotify.com/search/results/artist:Robbie%20Williams%20track:Rock%20DJ	Robbie%20Williams%20Rock%20DJ	https://www.youtube.com/results?search_query=Robbie%20Williams%20Rock%20DJ
2020-05-27T00:20:00Z	Good Grief	Spacey Jane	Good Grief	TRUE	https://www.triplejunearthed.com/node/6016761	artist:Spacey%20Jane%20track:Good%20Grief	https://play.spotify.com/search/results/artist:Spacey%20Jane%20track:Good%20Grief	Spacey%20Jane%20Good%20Grief	https://www.youtube.com/results?search_query=Spacey%20Jane%20Good%20Grief
2020-05-27T00:26:00Z	California Love	2Pac	All Eyez on Me	FALSE	NA	artist:2Pac%20track:California%20Love	https://play.spotify.com/search/results/artist:2Pac%20track:California%20Love	2Pac%20California%20Love	https://www.youtube.com/results?search_query=2Pac%20California%20Love
2020-05-27T00:30:00Z	Fools	Jack Gray	Nights Like This	TRUE	https://www.triplejunearthed.com/node/5154261	artist:Jack%20Gray%20track:Fools	https://play.spotify.com/search/results/artist:Jack%20Gray%20track:Fools	Jack%20Gray%20Fools	https://www.youtube.com/results?search_query=Jack%20Gray%20Fools
2020-05-27T00:34:00Z	I've Seen Footage	Death Grips	The Money Store	FALSE	NA	artist:Death%20Grips%20track:I've%20Seen%20Footage	https://play.spotify.com/search/results/artist:Death%20Grips%20track:I've%20Seen%20Footage	Death%20Grips%20I%27ve%20Seen%20Footage	https://www.youtube.com/results?search_query=Death%20Grips%20I%27ve%20Seen%20Footage
2020-05-27T00:39:00Z	Summer Rain	Belinda Carlisle	Runaway Horses	FALSE	NA	artist:Belinda%20Carlisle%20track:Summer%20Rain	https://play.spotify.com/search/results/artist:Belinda%20Carlisle%20track:Summer%20Rain	Belinda%20Carlisle%20Summer%20Rain	https://www.youtube.com/results?search_query=Belinda%20Carlisle%20Summer%20Rain
2020-05-27T00:45:00Z	This Selfish Love	Luca Brasi	This Selfish Love	TRUE	https://www.triplejunearthed.com/node/123651	artist:Luca%20Brasi%20track:This%20Selfish%20Love	https://play.spotify.com/search/results/artist:Luca%20Brasi%20track:This%20Selfish%20Love	Luca%20Brasi%20This%20Selfish%20Love	https://www.youtube.com/results?search_query=Luca%20Brasi%20This%20Selfish%20Love
2020-05-27T00:51:00Z	The Wine Song	The Cat Empire	The Cat Empire	FALSE	NA	artist:The%20Cat%20Empire%20track:The%20Wine%20Song	https://play.spotify.com/search/results/artist:The%20Cat%20Empire%20track:The%20Wine%20Song	The%20Cat%20Empire%20The%20Wine%20Song	https://www.youtube.com/results?search_query=The%20Cat%20Empire%20The%20Wine%20Song
2020-05-27T01:04:00Z	Slow	Hauskey	Slow	TRUE	https://www.triplejunearthed.com/node/7237366	artist:Hauskey%20track:Slow	https://play.spotify.com/search/results/artist:Hauskey%20track:Slow	Hauskey%20Slow	https://www.youtube.com/results?search_query=Hauskey%20Slow
2020-05-27T01:07:00Z	Sofi Needs A Ladder	Deadmau5	4x4	FALSE	NA	artist:Deadmau5%20track:Sofi%20Needs%20A%20Ladder	https://play.spotify.com/search/results/artist:Deadmau5%20track:Sofi%20Needs%20A%20Ladder	Deadmau5%20Sofi%20Needs%20A%20Ladder	https://www.youtube.com/results?search_query=Deadmau5%20Sofi%20Needs%20A%20Ladder
2020-05-27T01:10:00Z	Lucky	TOTTY	Lucky	TRUE	https://www.triplejunearthed.com/node/5926376	artist:TOTTY%20track:Lucky	https://play.spotify.com/search/results/artist:TOTTY%20track:Lucky	TOTTY%20Lucky	https://www.youtube.com/results?search_query=TOTTY%20Lucky
2020-05-27T01:15:00Z	Got You	Amyl And The Sniffers	Giddy Up	FALSE	NA	artist:Amyl%20And%20The%20Sniffers%20track:Got%20You	https://play.spotify.com/search/results/artist:Amyl%20And%20The%20Sniffers%20track:Got%20You	Amyl%20And%20The%20Sniffers%20Got%20You	https://www.youtube.com/results?search_query=Amyl%20And%20The%20Sniffers%20Got%20You
2020-05-27T01:18:00Z	Buttons	Sia	Some People Have Real Problems	FALSE	NA	artist:Sia%20track:Buttons	https://play.spotify.com/search/results/artist:Sia%20track:Buttons	Sia%20Buttons	https://www.youtube.com/results?search_query=Sia%20Buttons
2020-05-27T01:24:00Z	Love Will Tear Us Apart	Joy Division	Subtance	FALSE	NA	artist:Joy%20Division%20track:Love%20Will%20Tear%20Us%20Apart	https://play.spotify.com/search/results/artist:Joy%20Division%20track:Love%20Will%20Tear%20Us%20Apart	Joy%20Division%20Love%20Will%20Tear%20Us%20Apart	https://www.youtube.com/results?search_query=Joy%20Division%20Love%20Will%20Tear%20Us%20Apart
2020-05-27T01:27:00Z	Jorja	Planet Vegeta	Jorja	TRUE	https://www.triplejunearthed.com/node/6773741	artist:Planet%20Vegeta%20track:Jorja	https://play.spotify.com/search/results/artist:Planet%20Vegeta%20track:Jorja	Planet%20Vegeta%20Jorja	https://www.youtube.com/results?search_query=Planet%20Vegeta%20Jorja
2020-05-27T01:32:00Z	Are You Bored Yet?	Wallows	Nothing Happens	FALSE	NA	artist:Wallows%20track:Are%20You%20Bored%20Yet?	https://play.spotify.com/search/results/artist:Wallows%20track:Are%20You%20Bored%20Yet?	Wallows%20Are%20You%20Bored%20Yet?	https://www.youtube.com/results?search_query=Wallows%20Are%20You%20Bored%20Yet?
2020-05-27T01:35:00Z	Daytime TV	Dear Seattle	Don't Let Go	TRUE	https://www.triplejunearthed.com/node/274476	artist:Dear%20Seattle%20track:Daytime%20TV	https://play.spotify.com/search/results/artist:Dear%20Seattle%20track:Daytime%20TV	Dear%20Seattle%20Daytime%20TV	https://www.youtube.com/results?search_query=Dear%20Seattle%20Daytime%20TV
2020-05-27T01:38:00Z	12	Headlights	Headlights	FALSE	NA	artist:Headlights%20track:12	https://play.spotify.com/search/results/artist:Headlights%20track:12	Headlights%2012	https://www.youtube.com/results?search_query=Headlights%2012
2020-05-27T01:45:00Z	Talk Deep	E^ST	Talk Deep	TRUE	https://www.triplejunearthed.com/node/2863081	artist:E%5EST%20track:Talk%20Deep	https://play.spotify.com/search/results/artist:E%5EST%20track:Talk%20Deep	E^ST%20Talk%20Deep	https://www.youtube.com/results?search_query=E^ST%20Talk%20Deep
2020-05-27T01:48:00Z	I Know There's Gonna Be (Good Times)	Jamie xx	In Colour	FALSE	NA	artist:Jamie%20xx%20track:I%20Know%20There's%20Gonna%20Be%20(Good%20Times)	https://play.spotify.com/search/results/artist:Jamie%20xx%20track:I%20Know%20There's%20Gonna%20Be%20(Good%20Times)	Jamie%20xx%20I%20Know%20There%27s%20Gonna%20Be%20(Good%20Times)	https://www.youtube.com/results?search_query=Jamie%20xx%20I%20Know%20There%27s%20Gonna%20Be%20(Good%20Times)
2020-05-27T01:54:00Z	I'm Gonna Be (500 Miles)	The Proclaimers	Sunshine On Leath	FALSE	NA	artist:The%20Proclaimers%20track:I'm%20Gonna%20Be%20(500%20Miles)	https://play.spotify.com/search/results/artist:The%20Proclaimers%20track:I'm%20Gonna%20Be%20(500%20Miles)	The%20Proclaimers%20I%27m%20Gonna%20Be%20(500%20Miles)	https://www.youtube.com/results?search_query=The%20Proclaimers%20I%27m%20Gonna%20Be%20(500%20Miles)
2020-05-27T01:56:00Z	Friends	Flume	Friends	TRUE	https://www.triplejunearthed.com/node/134536	artist:Flume%20track:Friends	https://play.spotify.com/search/results/artist:Flume%20track:Friends	Flume%20Friends	https://www.youtube.com/results?search_query=Flume%20Friends
2020-05-27T02:08:00Z	40oz. On Repeat (triple j live recording, Laneway Fest Adelaide 2016)	FIDLAR	Live At The Wireless	FALSE	NA	artist:FIDLAR%20track:40oz.%20On%20Repeat%20(triple%20j%20live%20recording,%20Laneway%20Fest%20Adelaide%202016)	https://play.spotify.com/search/results/artist:FIDLAR%20track:40oz.%20On%20Repeat%20(triple%20j%20live%20recording,%20Laneway%20Fest%20Adelaide%202016)	FIDLAR%2040oz.%20On%20Repeat%20(triple%20j%20live%20recording,%20Laneway%20Fest%20Adelaide%202016)	https://www.youtube.com/results?search_query=FIDLAR%2040oz.%20On%20Repeat%20(triple%20j%20live%20recording,%20Laneway%20Fest%20Adelaide%202016)
2020-05-27T02:11:00Z	Global Concepts (triple j live recording, Splendour In The Grass 2013)	Robert Delong	Live At The Wireless	FALSE	NA	artist:Robert%20Delong%20track:Global%20Concepts%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202013)	https://play.spotify.com/search/results/artist:Robert%20Delong%20track:Global%20Concepts%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202013)	Robert%20Delong%20Global%20Concepts%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202013)	https://www.youtube.com/results?search_query=Robert%20Delong%20Global%20Concepts%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202013)
2020-05-27T02:13:00Z	Off White Limousine (Live At Splendour In The Grass 2017)	Client Liaison	triple j Live at Splendour 2017	TRUE	https://www.triplejunearthed.com/node/268471	artist:Client%20Liaison%20track:Off%20White%20Limousine%20(Live%20At%20Splendour%20In%20The%20Grass%202017)	https://play.spotify.com/search/results/artist:Client%20Liaison%20track:Off%20White%20Limousine%20(Live%20At%20Splendour%20In%20The%20Grass%202017)	Client%20Liaison%20Off%20White%20Limousine%20(Live%20At%20Splendour%20In%20The%20Grass%202017)	https://www.youtube.com/results?search_query=Client%20Liaison%20Off%20White%20Limousine%20(Live%20At%20Splendour%20In%20The%20Grass%202017)
2020-05-27T02:18:00Z	The Suburbs (triple j live recording, Sydney Entertainment Centre 2014)	Arcade Fire	Live At The Wireless	FALSE	NA	artist:Arcade%20Fire%20track:The%20Suburbs%20(triple%20j%20live%20recording,%20Sydney%20Entertainment%20Centre%202014)	https://play.spotify.com/search/results/artist:Arcade%20Fire%20track:The%20Suburbs%20(triple%20j%20live%20recording,%20Sydney%20Entertainment%20Centre%202014)	Arcade%20Fire%20The%20Suburbs%20(triple%20j%20live%20recording,%20Sydney%20Entertainment%20Centre%202014)	https://www.youtube.com/results?search_query=Arcade%20Fire%20The%20Suburbs%20(triple%20j%20live%20recording,%20Sydney%20Entertainment%20Centre%202014)
2020-05-27T02:24:00Z	Get Out (triple j live recording, Splendour In The Grass 2018)	CHVRCHES	Live At The Wireless	FALSE	NA	artist:CHVRCHES%20track:Get%20Out%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202018)	https://play.spotify.com/search/results/artist:CHVRCHES%20track:Get%20Out%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202018)	CHVRCHES%20Get%20Out%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202018)	https://www.youtube.com/results?search_query=CHVRCHES%20Get%20Out%20(triple%20j%20live%20recording,%20Splendour%20In%20The%20Grass%202018)
2020-05-27T02:30:00Z	I Wanna Be Everybody	Hockey Dad	Blend Inn	TRUE	https://www.triplejunearthed.com/node/245451	artist:Hockey%20Dad%20track:I%20Wanna%20Be%20Everybody	https://play.spotify.com/search/results/artist:Hockey%20Dad%20track:I%20Wanna%20Be%20Everybody	Hockey%20Dad%20I%20Wanna%20Be%20Everybody	https://www.youtube.com/results?search_query=Hockey%20Dad%20I%20Wanna%20Be%20Everybody
2020-05-27T02:34:00Z	Hit The Back	King Princess	Cheap Queen	FALSE	NA	artist:King%20Princess%20track:Hit%20The%20Back	https://play.spotify.com/search/results/artist:King%20Princess%20track:Hit%20The%20Back	King%20Princess%20Hit%20The%20Back	https://www.youtube.com/results?search_query=King%20Princess%20Hit%20The%20Back
